Chinatown | https://www.imdb.com/title/tt0071315/
The Game | https://www.imdb.com/title/tt0119174/
Get Out | https://www.imdb.com/title/tt5052448/
The Conversation | https://www.imdb.com/title/tt0071360/
Kidnapping, Caucasian Style | https://www.imdb.com/title/tt0060584/
Matrix | https://www.imdb.com/title/tt0133093/
Grave of the Fireflies | https://www.imdb.com/title/tt0095327/
Back to the future | https://www.imdb.com/title/tt0088763/
Psycho | https://www.imdb.com/title/tt0054215/
Drunken Master | https://www.imdb.com/title/tt0080179/
Interstellar | https://www.imdb.com/title/tt0816692/
Gravity | https://www.imdb.com/title/tt1454468/
Inception | https://www.imdb.com/title/tt1375666/
Deep Impact | https://www.imdb.com/title/tt0120647/
Bram Stoker's Dracula | https://www.imdb.com/title/tt0103874/
Paths of Glory | https://www.imdb.com/title/tt0050825/
Terminator | https://www.imdb.com/title/tt0088247/
The Breakfast Club | https://www.imdb.com/title/tt0088847/
Meaning of life | https://www.imdb.com/title/tt0085959/
May December | https://www.imdb.com/title/tt13651794/
The Unbearable Weight of Massive Talent | https://www.imdb.com/title/tt11291274/
Carlito's Way | https://www.imdb.com/title/tt0106519/
Mean Streets | https://www.imdb.com/title/tt0070379/
Killers of the Flower Moon | https://www.imdb.com/title/tt5537002/
Gremlins | https://www.imdb.com/title/tt0087363/
The Boy and the Heron | https://www.imdb.com/title/tt6587046/
Cure | https://www.imdb.com/title/tt0123948/
Falling Down | https://www.imdb.com/title/tt0106856/
The Quiet Earth | https://www.imdb.com/title/tt0089869/
Tetris | https://www.imdb.com/title/tt12758060/
Triangle of Sadness | https://www.imdb.com/title/tt7322224/
Dream Scenario|https://www.imdb.com/title/tt21942866/
Sharknado | https://www.rottentomatoes.com/m/sharknado
The Prestige | https://www.imdb.com/title/tt0482571/
Operation 'Y' & Other Shurik's Adventures | https://www.imdb.com/title/tt0059550/
There will blood | https://www.imdb.com/title/tt0469494/
Miller Crossing | https://www.imdb.com/title/tt0100150/
Easy Rider | https://www.imdb.com/title/tt0064276/
Flowers Of Shanghai | https://www.imdb.com/title/tt0156587
Magnolia | https://www.imdb.com/title/tt0175880/
A Brighter Summer Day | https://www.imdb.com/title/tt0101985
Decision To Leave | https://www.imdb.com/title/tt12477480/
Survive Style 5+ | https://www.imdb.com/title/tt0430651/
Léon, The Professional | https://www.imdb.com/title/tt0110413/
Drive | https://www.imdb.com/title/tt0780504/
Nope | https://www.imdb.com/title/tt10954984/
All About My Mother|https://www.imdb.com/title/tt0185125
Singin' in the Rain | https://www.imdb.com/title/tt0045152/
The Sound of Music | https://www.imdb.com/title/tt0059742/
Moulin Rouge! | https://www.imdb.com/title/tt0203009/
Jailhouse Rock | https://www.imdb.com/title/tt0050556/
A Star Is Born | https://www.imdb.com/title/tt1517451
Pink Floyd: Live at Pompeii | https://www.imdb.com/title/tt0069090
Stop Making Sense | https://www.imdb.com/title/tt0088178/
A Wu Tang Experience | https://www.imdb.com/title/tt29363171/ 
Maria By Callas | https://www.imdb.com/title/tt7364566/
Maria Callas Monica Bellucci: An encounter (Maria Callas: Letters and Memo) | https://www.imdb.com/title/tt29669274/
From Darkness to Light: https://www.imdb.com/title/tt33030466/
Bearing Witness, Native American Voices in Hollywood | https://www.imdb.com/title/tt34564058/
The Harmony Game: https://www.imdb.com/title/tt1836183/
Lee Soo Man: King of K-Pop | https://www.imdb.com/title/tt36955820/
The Sleeper. El Caravaggio perdido | https://www.imdb.com/title/tt31391025
Swamp Dogg Gets His Pool Painted | https://www.imdb.com/title/tt30835291/
Jim Henson: Idea Man | https://www.imdb.com/title/tt19308034/
Love & Mercy | https://www.imdb.com/title/tt0903657/
Hung Up on a Dream: The Zombies Documentary | https://www.imdb.com/title/tt21380552/
Liza: A Truly Terrific Absolutely True Story | https://www.imdb.com/title/tt32150684/
New York, New York | https://www.imdb.com/title/tt0076451/
Gangs of New York | https://www.imdb.com/title/tt0217505/
Called to the Mountains | https://www.imdb.com/title/tt29605703/
The Opera! Arie per un'eclissi | https://www.imdb.com/title/tt27797557/
Bohemian Rhapsody | https://www.imdb.com/title/tt1727824/
Soundtrack to a Coup d'Etat | https://www.imdb.com/title/tt14452174/
Made in England: The Films of Powell and Pressburger | https://www.imdb.com/title/tt19895822/
Silence | https://www.imdb.com/title/tt0490215/
Maestra | https://www.imdb.com/title/tt26935953/
They Shot the Piano Player | https://www.imdb.com/title/tt11242654/
Frank Capra: Mr America | https://www.imdb.com/title/tt23185166/
Muyeres | https://www.imdb.com/title/tt27881411/
Bagdad Cafe | https://www.imdb.com/title/tt0095801/
#
# Downloaded
#
The Life & Death of Colonel Blimp|https://www.imdb.com/title/tt0036112/
Fallen Leaves|https://www.imdb.com/title/tt21027780/
The Maltese Falcon|https://www.imdb.com/title/tt0033870/
Shaun of the Dead|https://www.imdb.com/title/tt0365748/
Four Lions|https://www.imdb.com/title/tt1341167/
Rumble Fish|https://www.imdb.com/title/tt0086216/
Devil in a Blue Dress|https://www.imdb.com/title/tt0112857/
Gimme danger|https://www.imdb.com/title/tt1714917/
Happy Together|https://www.imdb.com/title/tt0118845/
One Battle After Another|https://www.imdb.com/title/tt30144839/
The Battle of Algiers|https://www.imdb.com/title/tt0058946
La La Land|https://www.imdb.com/title/tt3783958/
Children of Men|https://www.imdb.com/title/tt0206634
The Rocky Horror Picture Show|https://www.imdb.com/title/tt0073629/
They Live|https://www.imdb.com/title/tt0096256/
How To Make Millions Before Grandma Dies|https://www.imdb.com/title/tt31392609/
Three Colors|Blue: https://www.imdb.com/title/tt0108394/
The Man Who Knew Infinity|https://www.imdb.com/title/tt0787524/
The Abyss|https://www.imdb.com/title/tt0096754/
Castaway on the Moon | https://www.imdb.com/title/tt1499666
The Act of Killing|https://www.imdb.com/title/tt2375605
All of Us Strangers | https://www.imdb.com/title/tt21192142/
Once Upon a Time in Anatolia | https://www.imdb.com/title/tt1827487
Nomadland | https://www.imdb.com/title/tt9770150
Looper|https://www.imdb.com/title/tt1276104/
Flow | https://www.imdb.com/title/tt4772188/
2046 | https://www.imdb.com/title/tt0212712/
Becoming Led Zeppelin | https://www.imdb.com/title/tt10365912
Modern Times | https://www.imdb.com/title/tt0027977
Breathless | https://www.imdb.com/title/tt0053472
Nouvelle Vague | https://www.imdb.com/title/tt31688586/
Bonnie and Clyde | https://www.imdb.com/title/tt0061418/
The Artist | https://www.imdb.com/title/tt1655442/
Once Upon a Time... in Hollywood | https://www.imdb.com/title/tt7131622
The Deer Hunter | https://www.imdb.com/title/tt0077416
Idiocracy | https://www.imdb.com/title/tt0387808/
Man on the moon|https://www.imdb.com/title/tt0125664/
The Wolf House | https://www.imdb.com/title/tt8173728/
Hannah and Her Sisters|https://www.imdb.com/title/tt0091167/
Three Colors|White: https://www.imdb.com/title/tt0111507
Three Colors|Red: https://www.imdb.com/title/tt0111495/


#
# Shown
#
24 Hour Party People|https://www.imdb.com/title/tt0274309/
Fallen Angles|https://www.imdb.com/title/tt0112913/
Past lives|https://www.imdb.com/title/tt13238346/
Perfect days|https://www.imdb.com/title/tt27503384/
Buena Vista Social Club|https://www.imdb.com/title/tt0186508/
Aftersun|https://www.imdb.com/title/tt19770238/
Battle Royale|https://m.imdb.com/title/tt0266308/
Lolita|https://www.imdb.com/title/tt0056193/
Holy Spider|https://www.imdb.com/title/tt18550140/
Godzilla minus one|https://www.imdb.com/title/tt23289160/
White Sun of the Desert|https://www.imdb.com/title/tt0066565/
The Virgin Suicides|https://www.imdb.com/title/tt0159097/
Do Not Expect Too Much from the End of the World|https://www.imdb.com/title/tt18162096/
The Seventh Seal|https://www.imdb.com/title/tt0050976/
Alice in the Cities|https://www.imdb.com/title/tt0069687/
Perfect Blue|https://www.imdb.com/title/tt0156887/
Nosferatu|
Whiplash|https://www.imdb.com/title/tt2582802/
Talk to Her | https://www.imdb.com/title/tt0287467/
